"Detect user country based on the IP address and automatically fills it in at checkout","Detect user country based on the IP address and automatically fills it in at checkout"
"Google Address Suggestion","Google Address Suggestion"
"Address auto complete while user is typing, using geolocation Google technology","Address auto complete while user is typing, using geolocation Google technology"
"Google API Key","Google API Key"
"Click <a href=""https://developers.google.com/maps/documentation/javascript/examples/places-autocomplete-addressform"" target=""_blank"">here</a> to get API key","Click <a href=""https://developers.google.com/maps/documentation/javascript/examples/places-autocomplete-addressform"" target=""_blank"">here</a> to get API key"
"Default Values","Default Values"
"Default Shipping Method","Default Shipping Method"
"Default Payment Method","Default Payment Method"
"Default Country","Default Country"
"Default Region/State","Default Region/State"
"Default Zip/Postal Code","Default Zip/Postal Code"
"Default City","Default City"
"Design Settings","Design Settings"
"Display header and footer","Display header and footer"
"Checkout Page Layout","Checkout Page Layout"
"Checkout text font","Checkout text font"
"Specify the <a href=""https://fonts.google.com/"" target=""_blank"">Google font</a> name. For example <strong>Roboto</strong>, <strong>Open Sans</strong> or <strong>Indie Flower</strong>
                    <br/>Some fonts use extra parameters e.g. <strong>Molle:400i</strong> where 400 = regular, i = Italic (100 = thin, 700 = bold)","Specify the <a href=""https://fonts.google.com/"" target=""_blank"">Google font</a> name. For example <strong>Roboto</strong>, <strong>Open Sans</strong> or <strong>Indie Flower</strong>
                    <br/>Some fonts use extra parameters e.g. <strong>Molle:400i</strong> where 400 = regular, i = Italic (100 = thin, 700 = bold)"
"Heading Text Color","Heading Text Color"
"Order Summary Background","Order Summary Background"
"Place Order Button Color","Place Order Button Color"
"Checkout Background Color","Checkout Background Color"
"Additional Options","Additional Options"
"Order Comment","Order Comment"
"Discount Field","Discount Field"
"Newsletter Checkbox","Newsletter Checkbox"
"Newsletter is Checked by Default","Newsletter is Checked by Default"
Gifts,Gifts
"Allow Gift Messages on Order Level","Allow Gift Messages on Order Level"
"Allow Gift Messages for Order Items","Allow Gift Messages for Order Items"
"Gift Wrap Fee","Gift Wrap Fee"
Enabled,Enabled
"Delivery Date field is mandatory","Delivery Date field is mandatory"
"Available Days","Available Days"
"Available Hours","Available Hours"
"Please specify the timeframe available for delivery. Example: 8-12, 14-18, 20-24","Please specify the timeframe available for delivery. Example: 8-12, 14-18, 20-24"
"Success Page","Success Page"
"Custom Block","Custom Block"
"Specify the ID of custom CMS block to be displayed on the checkout success page","Specify the ID of custom CMS block to be displayed on the checkout success page"
"Gift Messages","Gift Messages"
"Add a gift message","Add a gift message"
"Sign Up for Our Newsletter","Sign Up for Our Newsletter"
"Create an Account","Create an Account"
"Delivery Time Interval","Delivery Time Interval"
